2024-05-17 10:29:19,555 INFO    StreamThr :1341183 [internal.py:wandb_internal():85] W&B internal server running at pid: 1341183, started at: 2024-05-17 10:29:19.555152
2024-05-17 10:29:19,560 DEBUG   HandlerThread:1341183 [handler.py:handle_request():158] handle_request: status
2024-05-17 10:29:19,562 INFO    WriterThread:1341183 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240517_102919-lpt39f5v/run-lpt39f5v.wandb
2024-05-17 10:29:19,565 DEBUG   SenderThread:1341183 [sender.py:send():378] send: header
2024-05-17 10:29:19,568 DEBUG   SenderThread:1341183 [sender.py:send():378] send: run
2024-05-17 10:29:20,021 INFO    SenderThread:1341183 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240517_102919-lpt39f5v/files
2024-05-17 10:29:20,022 INFO    SenderThread:1341183 [sender.py:_start_run_threads():1123] run started: lpt39f5v with start time 1715934559.554036
2024-05-17 10:29:20,035 DEBUG   HandlerThread:1341183 [handler.py:handle_request():158] handle_request: check_version
2024-05-17 10:29:20,036 DEBUG   SenderThread:1341183 [sender.py:send_request():405] send_request: check_version
2024-05-17 10:29:20,276 DEBUG   HandlerThread:1341183 [handler.py:handle_request():158] handle_request: run_start
2024-05-17 10:29:20,284 DEBUG   HandlerThread:1341183 [system_info.py:__init__():26] System info init
2024-05-17 10:29:20,284 DEBUG   HandlerThread:1341183 [system_info.py:__init__():41] System info init done
2024-05-17 10:29:20,284 INFO    HandlerThread:1341183 [system_monitor.py:start():194] Starting system monitor
2024-05-17 10:29:20,285 INFO    HandlerThread:1341183 [system_monitor.py:probe():214] Collecting system info
2024-05-17 10:29:20,285 INFO    SystemMonitor:1341183 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-17 10:29:20,286 INFO    SystemMonitor:1341183 [interfaces.py:start():188] Started cpu monitoring
2024-05-17 10:29:20,287 INFO    SystemMonitor:1341183 [interfaces.py:start():188] Started disk monitoring
2024-05-17 10:29:20,289 INFO    SystemMonitor:1341183 [interfaces.py:start():188] Started gpu monitoring
2024-05-17 10:29:20,292 INFO    SystemMonitor:1341183 [interfaces.py:start():188] Started memory monitoring
2024-05-17 10:29:20,293 INFO    SystemMonitor:1341183 [interfaces.py:start():188] Started network monitoring
2024-05-17 10:29:20,302 DEBUG   HandlerThread:1341183 [system_info.py:probe():150] Probing system
2024-05-17 10:29:20,306 DEBUG   HandlerThread:1341183 [system_info.py:_probe_git():135] Probing git
2024-05-17 10:29:20,316 DEBUG   HandlerThread:1341183 [system_info.py:_probe_git():143] Probing git done
2024-05-17 10:29:20,316 DEBUG   HandlerThread:1341183 [system_info.py:probe():198] Probing system done
2024-05-17 10:29:20,316 DEBUG   HandlerThread:1341183 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-35-generic-x86_64-with-glibc2.35', 'python': '3.12.2', 'heartbeatAt': '2024-05-17T08:29:20.302309', 'startedAt': '2024-05-17T08:29:19.544019', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/tzikos/Desktop/KULeuvenThesis/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:DimChatz/KULeuvenThesis.git', 'commit': '0d0c9b45aa451fa264ad5b68245fc82cacaa3da3'}, 'email': 'dimichatzakis@gmail.com', 'root': '/home/tzikos/Desktop/KULeuvenThesis', 'host': 'xatzospito', 'username': 'tzikos', 'executable': '/home/tzikos/anaconda3/envs/KUThesis/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3988.7911250000006, 'min': 400.0, 'max': 5804.75}, 'cpu_freq_per_core': [{'current': 2727.691, 'min': 400.0, 'max': 5263.0}, {'current': 2247.96, 'min': 400.0, 'max': 5743.0}, {'current': 4680.605, 'min': 400.0, 'max': 5423.0}, {'current': 4683.994, 'min': 400.0, 'max': 6228.0}, {'current': 4684.653, 'min': 400.0, 'max': 5903.0}, {'current': 2318.968, 'min': 400.0, 'max': 6228.0}, {'current': 4570.585, 'min': 400.0, 'max': 5583.0}, {'current': 3774.178, 'min': 400.0, 'max': 6067.0}, {'current': 3001.709, 'min': 400.0, 'max': 5263.0}, {'current': 1871.111, 'min': 400.0, 'max': 5743.0}, {'current': 4685.747, 'min': 400.0, 'max': 5423.0}, {'current': 4675.375, 'min': 400.0, 'max': 6228.0}, {'current': 4682.985, 'min': 400.0, 'max': 5903.0}, {'current': 2233.578, 'min': 400.0, 'max': 6228.0}, {'current': 2492.321, 'min': 400.0, 'max': 5583.0}, {'current': 4188.992, 'min': 400.0, 'max': 6067.0}], 'disk': {'/': {'total': 431.4849548339844, 'used': 285.383846282959}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 14.83920669555664}}
2024-05-17 10:29:20,316 INFO    HandlerThread:1341183 [system_monitor.py:probe():224] Finished collecting system info
2024-05-17 10:29:20,316 INFO    HandlerThread:1341183 [system_monitor.py:probe():227] Publishing system info
2024-05-17 10:29:20,316 DEBUG   HandlerThread:1341183 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-17 10:29:21,039 INFO    Thread-17 :1341183 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240517_102919-lpt39f5v/files/conda-environment.yaml
2024-05-17 10:29:23,244 DEBUG   HandlerThread:1341183 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-17 10:29:23,247 INFO    HandlerThread:1341183 [system_monitor.py:probe():229] Finished publishing system info
2024-05-17 10:29:23,250 DEBUG   SenderThread:1341183 [sender.py:send():378] send: files
2024-05-17 10:29:23,250 INFO    SenderThread:1341183 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-05-17 10:29:23,378 DEBUG   HandlerThread:1341183 [handler.py:handle_request():158] handle_request: python_packages
2024-05-17 10:29:23,379 DEBUG   SenderThread:1341183 [sender.py:send_request():405] send_request: python_packages
2024-05-17 10:29:23,379 DEBUG   HandlerThread:1341183 [handler.py:handle_request():158] handle_request: stop_status
2024-05-17 10:29:23,380 DEBUG   SenderThread:1341183 [sender.py:send_request():405] send_request: stop_status
2024-05-17 10:29:23,694 DEBUG   SenderThread:1341183 [sender.py:send():378] send: telemetry
2024-05-17 10:29:23,694 DEBUG   SenderThread:1341183 [sender.py:send():378] send: run
2024-05-17 10:29:23,848 INFO    SenderThread:1341183 [sender.py:send_run():996] updated run: lpt39f5v
2024-05-17 10:29:23,886 INFO    wandb-upload_0:1341183 [upload_job.py:push():130] Uploaded file /tmp/tmp7q50mgwvwandb/am50y4dn-wandb-metadata.json
2024-05-17 10:29:24,023 INFO    Thread-17 :1341183 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240517_102919-lpt39f5v/files/conda-environment.yaml
2024-05-17 10:29:24,024 INFO    Thread-17 :1341183 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240517_102919-lpt39f5v/files/config.yaml
2024-05-17 10:29:24,024 INFO    Thread-17 :1341183 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240517_102919-lpt39f5v/files/wandb-metadata.json
2024-05-17 10:29:24,025 INFO    Thread-17 :1341183 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240517_102919-lpt39f5v/files/requirements.txt
