2024-07-25 03:10:56,979 INFO    StreamThr :5702 [internal.py:wandb_internal():85] W&B internal server running at pid: 5702, started at: 2024-07-25 03:10:56.978959
2024-07-25 03:10:56,981 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: status
2024-07-25 03:10:56,983 INFO    WriterThread:5702 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240725_031056-pcplxsi1/run-pcplxsi1.wandb
2024-07-25 03:10:56,984 DEBUG   SenderThread:5702 [sender.py:send():379] send: header
2024-07-25 03:10:56,993 DEBUG   SenderThread:5702 [sender.py:send():379] send: run
2024-07-25 03:10:57,488 INFO    SenderThread:5702 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240725_031056-pcplxsi1/files
2024-07-25 03:10:57,488 INFO    SenderThread:5702 [sender.py:_start_run_threads():1188] run started: pcplxsi1 with start time 1721869856.977905
2024-07-25 03:10:57,502 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: check_version
2024-07-25 03:10:57,502 DEBUG   SenderThread:5702 [sender.py:send_request():406] send_request: check_version
2024-07-25 03:10:57,600 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: run_start
2024-07-25 03:10:57,602 DEBUG   HandlerThread:5702 [system_info.py:__init__():26] System info init
2024-07-25 03:10:57,602 DEBUG   HandlerThread:5702 [system_info.py:__init__():41] System info init done
2024-07-25 03:10:57,602 INFO    HandlerThread:5702 [system_monitor.py:start():194] Starting system monitor
2024-07-25 03:10:57,603 INFO    SystemMonitor:5702 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-25 03:10:57,605 INFO    HandlerThread:5702 [system_monitor.py:probe():214] Collecting system info
2024-07-25 03:10:57,605 INFO    SystemMonitor:5702 [interfaces.py:start():188] Started cpu monitoring
2024-07-25 03:10:57,607 INFO    SystemMonitor:5702 [interfaces.py:start():188] Started disk monitoring
2024-07-25 03:10:57,608 INFO    SystemMonitor:5702 [interfaces.py:start():188] Started gpu monitoring
2024-07-25 03:10:57,609 INFO    SystemMonitor:5702 [interfaces.py:start():188] Started memory monitoring
2024-07-25 03:10:57,610 INFO    SystemMonitor:5702 [interfaces.py:start():188] Started network monitoring
2024-07-25 03:10:57,617 DEBUG   HandlerThread:5702 [system_info.py:probe():152] Probing system
2024-07-25 03:10:57,618 DEBUG   HandlerThread:5702 [system_info.py:_probe_git():137] Probing git
2024-07-25 03:10:57,627 DEBUG   HandlerThread:5702 [system_info.py:_probe_git():145] Probing git done
2024-07-25 03:10:57,627 DEBUG   HandlerThread:5702 [system_info.py:probe():200] Probing system done
2024-07-25 03:10:57,627 DEBUG   HandlerThread:5702 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-44-generic-x86_64-with-glibc2.35', 'python': '3.12.2', 'heartbeatAt': '2024-07-25T01:10:57.617783', 'startedAt': '2024-07-25T01:10:56.971923', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/tzikos/Desktop/KULeuvenThesis/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:DimChatz/KULeuvenThesis.git', 'commit': 'edbc23857a85adb2c2b5e5d16e86987f9ea698a0'}, 'email': 'dimichatzakis@gmail.com', 'root': '/home/tzikos/Desktop/KULeuvenThesis', 'host': 'xatzospito', 'username': 'tzikos', 'executable': '/home/tzikos/anaconda3/envs/KUThesis/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3638.9410625, 'min': 400.0, 'max': 5804.75}, 'cpu_freq_per_core': [{'current': 4676.506, 'min': 400.0, 'max': 5263.0}, {'current': 4665.47, 'min': 400.0, 'max': 5743.0}, {'current': 1870.22, 'min': 400.0, 'max': 5423.0}, {'current': 4668.877, 'min': 400.0, 'max': 6228.0}, {'current': 4613.862, 'min': 400.0, 'max': 5903.0}, {'current': 4671.284, 'min': 400.0, 'max': 6228.0}, {'current': 4658.912, 'min': 400.0, 'max': 5583.0}, {'current': 4667.885, 'min': 400.0, 'max': 6067.0}, {'current': 3942.273, 'min': 400.0, 'max': 5263.0}, {'current': 3706.84, 'min': 400.0, 'max': 5743.0}, {'current': 1872.449, 'min': 400.0, 'max': 5423.0}, {'current': 2634.249, 'min': 400.0, 'max': 6228.0}, {'current': 3806.93, 'min': 400.0, 'max': 5903.0}, {'current': 4518.681, 'min': 400.0, 'max': 6228.0}, {'current': 2504.466, 'min': 400.0, 'max': 5583.0}, {'current': 4662.643, 'min': 400.0, 'max': 6067.0}], 'disk': {'/': {'total': 431.4849548339844, 'used': 309.1757011413574}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 14.83920669555664}}
2024-07-25 03:10:57,627 INFO    HandlerThread:5702 [system_monitor.py:probe():224] Finished collecting system info
2024-07-25 03:10:57,627 INFO    HandlerThread:5702 [system_monitor.py:probe():227] Publishing system info
2024-07-25 03:10:57,628 DEBUG   HandlerThread:5702 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-07-25 03:10:58,496 INFO    Thread-217:5702 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240725_031056-pcplxsi1/files/conda-environment.yaml
2024-07-25 03:11:00,489 INFO    Thread-217:5702 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240725_031056-pcplxsi1/files/conda-environment.yaml
2024-07-25 03:11:00,503 DEBUG   HandlerThread:5702 [system_info.py:_save_conda():224] Saving conda packages done
2024-07-25 03:11:00,505 INFO    HandlerThread:5702 [system_monitor.py:probe():229] Finished publishing system info
2024-07-25 03:11:00,506 DEBUG   SenderThread:5702 [sender.py:send():379] send: files
2024-07-25 03:11:00,506 INFO    SenderThread:5702 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-25 03:11:00,642 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: python_packages
2024-07-25 03:11:00,643 DEBUG   SenderThread:5702 [sender.py:send_request():406] send_request: python_packages
2024-07-25 03:11:00,644 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: stop_status
2024-07-25 03:11:00,644 DEBUG   SenderThread:5702 [sender.py:send_request():406] send_request: stop_status
2024-07-25 03:11:00,647 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-25 03:11:00,955 DEBUG   SenderThread:5702 [sender.py:send():379] send: telemetry
2024-07-25 03:11:00,955 DEBUG   SenderThread:5702 [sender.py:send():379] send: run
2024-07-25 03:11:01,110 INFO    SenderThread:5702 [sender.py:send_run():1035] updated run: pcplxsi1
2024-07-25 03:11:01,185 INFO    wandb-upload_0:5702 [upload_job.py:push():130] Uploaded file /tmp/tmp67xas4c_wandb/i8gt3rjs-wandb-metadata.json
2024-07-25 03:11:01,490 INFO    Thread-217:5702 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240725_031056-pcplxsi1/files/config.yaml
2024-07-25 03:11:01,491 INFO    Thread-217:5702 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240725_031056-pcplxsi1/files/requirements.txt
2024-07-25 03:11:01,491 INFO    Thread-217:5702 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240725_031056-pcplxsi1/files/wandb-metadata.json
2024-07-25 03:11:01,646 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-25 03:11:02,110 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: status_report
2024-07-25 03:11:02,646 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-25 03:11:03,646 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-25 03:11:04,646 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-25 03:11:05,646 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-25 03:11:06,646 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-25 03:11:07,646 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: status_report
2024-07-25 03:11:07,647 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-25 03:11:08,646 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-25 03:11:09,647 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-25 03:11:10,646 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-25 03:11:11,647 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-25 03:11:12,647 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-25 03:11:13,646 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: status_report
2024-07-25 03:11:13,647 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-25 03:11:14,647 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-25 03:11:15,643 DEBUG   HandlerThread:5702 [handler.py:handle_request():158] handle_request: stop_status
