2024-05-16 16:48:42,921 INFO    MainThread:167099 [wandb_setup.py:_flush():76] Current SDK version is 0.16.4
2024-05-16 16:48:42,922 INFO    MainThread:167099 [wandb_setup.py:_flush():76] Configure stats pid to 167099
2024-05-16 16:48:42,922 INFO    MainThread:167099 [wandb_setup.py:_flush():76] Loading settings from /home/tzikos/.config/wandb/settings
2024-05-16 16:48:42,922 INFO    MainThread:167099 [wandb_setup.py:_flush():76] Loading settings from /home/tzikos/Desktop/KULeuvenThesis/wandb/settings
2024-05-16 16:48:42,922 INFO    MainThread:167099 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-05-16 16:48:42,922 INFO    MainThread:167099 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-05-16 16:48:42,922 INFO    MainThread:167099 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'main.py', 'program_abspath': '/home/tzikos/Desktop/KULeuvenThesis/main.py', 'program': '/home/tzikos/Desktop/KULeuvenThesis/main.py'}
2024-05-16 16:48:42,922 INFO    MainThread:167099 [wandb_init.py:_log_setup():526] Logging user logs to /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240516_164842-3zsp1p90/logs/debug.log
2024-05-16 16:48:42,922 INFO    MainThread:167099 [wandb_init.py:_log_setup():527] Logging internal logs to /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240516_164842-3zsp1p90/logs/debug-internal.log
2024-05-16 16:48:42,922 INFO    MainThread:167099 [wandb_init.py:init():566] calling init triggers
2024-05-16 16:48:42,922 INFO    MainThread:167099 [wandb_init.py:init():573] wandb.init called with sweep_config: {}
config: {'learning_rate': 1e-06, 'batch_size': 64, 'L1': 0.0001, 'L2': 0.0001, 'A': 1, 'early_patience': 12, 'reduce_lr_patience': 5, 'architecture': 'ECGCNNClassifier', 'experiment': 'pre', 'use_pretrained': False}
2024-05-16 16:48:42,922 INFO    MainThread:167099 [wandb_init.py:init():616] starting backend
2024-05-16 16:48:42,922 INFO    MainThread:167099 [wandb_init.py:init():620] setting up manager
2024-05-16 16:48:42,924 INFO    MainThread:167099 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-05-16 16:48:42,927 INFO    MainThread:167099 [wandb_init.py:init():628] backend started and connected
2024-05-16 16:48:42,933 INFO    MainThread:167099 [wandb_init.py:init():720] updated telemetry
2024-05-16 16:48:42,938 INFO    MainThread:167099 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-05-16 16:48:43,504 INFO    MainThread:167099 [wandb_run.py:_on_init():2262] communicating current version
2024-05-16 16:48:43,587 INFO    MainThread:167099 [wandb_run.py:_on_init():2271] got version response upgrade_message: "wandb version 0.17.0 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2024-05-16 16:48:43,587 INFO    MainThread:167099 [wandb_init.py:init():804] starting run threads in backend
2024-05-16 16:48:46,232 INFO    MainThread:167099 [wandb_run.py:_console_start():2241] atexit reg
2024-05-16 16:48:46,233 INFO    MainThread:167099 [wandb_run.py:_redirect():2096] redirect: wrap_raw
2024-05-16 16:48:46,233 INFO    MainThread:167099 [wandb_run.py:_redirect():2161] Wrapping output streams.
2024-05-16 16:48:46,234 INFO    MainThread:167099 [wandb_run.py:_redirect():2186] Redirects installed.
2024-05-16 16:48:46,234 INFO    MainThread:167099 [wandb_init.py:init():847] run started, returning control to user process
2024-05-16 17:04:31,169 INFO    MainThread:167099 [wandb_run.py:_finish():1970] finishing run kuthesis/KU AI Thesis/3zsp1p90
2024-05-16 17:04:31,169 INFO    MainThread:167099 [wandb_run.py:_atexit_cleanup():2210] got exitcode: 0
2024-05-16 17:04:31,169 INFO    MainThread:167099 [wandb_run.py:_restore():2193] restore
2024-05-16 17:04:31,169 INFO    MainThread:167099 [wandb_run.py:_restore():2199] restore done
2024-05-16 17:04:38,381 INFO    MainThread:167099 [wandb_run.py:_footer_history_summary_info():3851] rendering history
2024-05-16 17:04:38,383 INFO    MainThread:167099 [wandb_run.py:_footer_history_summary_info():3883] rendering summary
2024-05-16 17:04:38,389 INFO    MainThread:167099 [wandb_run.py:_footer_sync_info():3810] logging synced files
