2024-07-01 14:54:32,518 INFO    StreamThr :40384 [internal.py:wandb_internal():85] W&B internal server running at pid: 40384, started at: 2024-07-01 14:54:32.518475
2024-07-01 14:54:32,522 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: status
2024-07-01 14:54:32,523 INFO    WriterThread:40384 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240701_145432-pe6z0fzv/run-pe6z0fzv.wandb
2024-07-01 14:54:32,523 DEBUG   SenderThread:40384 [sender.py:send():379] send: header
2024-07-01 14:54:32,527 DEBUG   SenderThread:40384 [sender.py:send():379] send: run
2024-07-01 14:54:33,759 INFO    SenderThread:40384 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240701_145432-pe6z0fzv/files
2024-07-01 14:54:33,759 INFO    SenderThread:40384 [sender.py:_start_run_threads():1188] run started: pe6z0fzv with start time 1719834872.517162
2024-07-01 14:54:33,773 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: check_version
2024-07-01 14:54:33,773 DEBUG   SenderThread:40384 [sender.py:send_request():406] send_request: check_version
2024-07-01 14:54:34,206 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: run_start
2024-07-01 14:54:34,208 DEBUG   HandlerThread:40384 [system_info.py:__init__():26] System info init
2024-07-01 14:54:34,208 DEBUG   HandlerThread:40384 [system_info.py:__init__():41] System info init done
2024-07-01 14:54:34,208 INFO    HandlerThread:40384 [system_monitor.py:start():194] Starting system monitor
2024-07-01 14:54:34,209 INFO    SystemMonitor:40384 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-01 14:54:34,209 INFO    HandlerThread:40384 [system_monitor.py:probe():214] Collecting system info
2024-07-01 14:54:34,210 INFO    SystemMonitor:40384 [interfaces.py:start():188] Started cpu monitoring
2024-07-01 14:54:34,211 INFO    SystemMonitor:40384 [interfaces.py:start():188] Started disk monitoring
2024-07-01 14:54:34,212 INFO    SystemMonitor:40384 [interfaces.py:start():188] Started gpu monitoring
2024-07-01 14:54:34,213 INFO    SystemMonitor:40384 [interfaces.py:start():188] Started memory monitoring
2024-07-01 14:54:34,214 INFO    SystemMonitor:40384 [interfaces.py:start():188] Started network monitoring
2024-07-01 14:54:34,221 DEBUG   HandlerThread:40384 [system_info.py:probe():152] Probing system
2024-07-01 14:54:34,221 DEBUG   HandlerThread:40384 [system_info.py:_probe_git():137] Probing git
2024-07-01 14:54:34,229 DEBUG   HandlerThread:40384 [system_info.py:_probe_git():145] Probing git done
2024-07-01 14:54:34,230 DEBUG   HandlerThread:40384 [system_info.py:probe():200] Probing system done
2024-07-01 14:54:34,230 DEBUG   HandlerThread:40384 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-41-generic-x86_64-with-glibc2.35', 'python': '3.12.2', 'heartbeatAt': '2024-07-01T11:54:34.221240', 'startedAt': '2024-07-01T11:54:32.510734', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/tzikos/Desktop/KULeuvenThesis/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:DimChatz/KULeuvenThesis.git', 'commit': '3464ffcd722c984be7e733ec8f86e9405d988115'}, 'email': 'dimichatzakis@gmail.com', 'root': '/home/tzikos/Desktop/KULeuvenThesis', 'host': 'xatzospito', 'username': 'tzikos', 'executable': '/home/tzikos/anaconda3/envs/KUThesis/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3895.1081249999997, 'min': 400.0, 'max': 5804.75}, 'cpu_freq_per_core': [{'current': 2302.671, 'min': 400.0, 'max': 5263.0}, {'current': 3873.691, 'min': 400.0, 'max': 5743.0}, {'current': 4411.614, 'min': 400.0, 'max': 5423.0}, {'current': 3926.615, 'min': 400.0, 'max': 6228.0}, {'current': 2487.833, 'min': 400.0, 'max': 5903.0}, {'current': 4682.519, 'min': 400.0, 'max': 6228.0}, {'current': 4660.773, 'min': 400.0, 'max': 5583.0}, {'current': 4462.13, 'min': 400.0, 'max': 6067.0}, {'current': 1946.541, 'min': 400.0, 'max': 5263.0}, {'current': 2994.921, 'min': 400.0, 'max': 5743.0}, {'current': 3164.548, 'min': 400.0, 'max': 5423.0}, {'current': 2458.125, 'min': 400.0, 'max': 6228.0}, {'current': 3571.148, 'min': 400.0, 'max': 5903.0}, {'current': 4690.832, 'min': 400.0, 'max': 6228.0}, {'current': 4690.831, 'min': 400.0, 'max': 5583.0}, {'current': 2599.815, 'min': 400.0, 'max': 6067.0}], 'disk': {'/': {'total': 431.4849548339844, 'used': 279.4728355407715}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 14.839210510253906}}
2024-07-01 14:54:34,230 INFO    HandlerThread:40384 [system_monitor.py:probe():224] Finished collecting system info
2024-07-01 14:54:34,230 INFO    HandlerThread:40384 [system_monitor.py:probe():227] Publishing system info
2024-07-01 14:54:34,230 DEBUG   HandlerThread:40384 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-07-01 14:54:34,767 INFO    Thread-48 :40384 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240701_145432-pe6z0fzv/files/conda-environment.yaml
2024-07-01 14:54:36,704 DEBUG   HandlerThread:40384 [system_info.py:_save_conda():224] Saving conda packages done
2024-07-01 14:54:36,706 INFO    HandlerThread:40384 [system_monitor.py:probe():229] Finished publishing system info
2024-07-01 14:54:36,707 DEBUG   SenderThread:40384 [sender.py:send():379] send: files
2024-07-01 14:54:36,707 INFO    SenderThread:40384 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-01 14:54:36,760 INFO    Thread-48 :40384 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240701_145432-pe6z0fzv/files/conda-environment.yaml
2024-07-01 14:54:36,761 INFO    Thread-48 :40384 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240701_145432-pe6z0fzv/files/wandb-metadata.json
2024-07-01 14:54:36,834 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: python_packages
2024-07-01 14:54:36,835 DEBUG   SenderThread:40384 [sender.py:send_request():406] send_request: python_packages
2024-07-01 14:54:36,836 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: stop_status
2024-07-01 14:54:36,836 DEBUG   SenderThread:40384 [sender.py:send_request():406] send_request: stop_status
2024-07-01 14:54:36,838 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 14:54:37,761 INFO    Thread-48 :40384 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240701_145432-pe6z0fzv/files/requirements.txt
2024-07-01 14:54:37,781 DEBUG   SenderThread:40384 [sender.py:send():379] send: telemetry
2024-07-01 14:54:37,781 DEBUG   SenderThread:40384 [sender.py:send():379] send: run
2024-07-01 14:54:37,786 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: status_report
2024-07-01 14:54:37,838 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 14:54:38,004 INFO    wandb-upload_0:40384 [upload_job.py:push():130] Uploaded file /tmp/tmpwz2einqfwandb/lpeyzk83-wandb-metadata.json
2024-07-01 14:54:38,121 INFO    SenderThread:40384 [sender.py:send_run():1035] updated run: pe6z0fzv
2024-07-01 14:54:38,761 INFO    Thread-48 :40384 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240701_145432-pe6z0fzv/files/config.yaml
2024-07-01 14:54:38,838 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 14:54:39,838 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 14:54:40,838 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 14:54:41,838 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 14:54:42,838 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 14:54:42,839 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: status_report
2024-07-01 14:54:43,839 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 14:54:44,839 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 14:54:45,839 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 14:54:46,839 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 14:54:47,839 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 14:54:48,839 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: status_report
2024-07-01 14:54:48,840 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 14:54:49,840 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 14:54:50,084 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: partial_history
2024-07-01 14:54:50,085 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: partial_history
2024-07-01 14:54:50,085 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: partial_history
2024-07-01 14:54:50,086 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: partial_history
2024-07-01 14:54:50,086 DEBUG   HandlerThread:40384 [handler.py:handle_request():158] handle_request: partial_history
