2024-07-01 20:15:00,171 INFO    StreamThr :463089 [internal.py:wandb_internal():85] W&B internal server running at pid: 463089, started at: 2024-07-01 20:15:00.170585
2024-07-01 20:15:00,174 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: status
2024-07-01 20:15:00,177 INFO    WriterThread:463089 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240701_201459-76znyfdy/run-76znyfdy.wandb
2024-07-01 20:15:00,178 DEBUG   SenderThread:463089 [sender.py:send():379] send: header
2024-07-01 20:15:00,178 DEBUG   SenderThread:463089 [sender.py:send():379] send: run
2024-07-01 20:15:01,131 INFO    SenderThread:463089 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240701_201459-76znyfdy/files
2024-07-01 20:15:01,131 INFO    SenderThread:463089 [sender.py:_start_run_threads():1188] run started: 76znyfdy with start time 1719854099.617135
2024-07-01 20:15:01,145 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: check_version
2024-07-01 20:15:01,146 DEBUG   SenderThread:463089 [sender.py:send_request():406] send_request: check_version
2024-07-01 20:15:01,566 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: run_start
2024-07-01 20:15:01,569 DEBUG   HandlerThread:463089 [system_info.py:__init__():26] System info init
2024-07-01 20:15:01,569 DEBUG   HandlerThread:463089 [system_info.py:__init__():41] System info init done
2024-07-01 20:15:01,569 INFO    HandlerThread:463089 [system_monitor.py:start():194] Starting system monitor
2024-07-01 20:15:01,570 INFO    HandlerThread:463089 [system_monitor.py:probe():214] Collecting system info
2024-07-01 20:15:01,570 INFO    SystemMonitor:463089 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-01 20:15:01,571 INFO    SystemMonitor:463089 [interfaces.py:start():188] Started cpu monitoring
2024-07-01 20:15:01,572 INFO    SystemMonitor:463089 [interfaces.py:start():188] Started disk monitoring
2024-07-01 20:15:01,573 INFO    SystemMonitor:463089 [interfaces.py:start():188] Started gpu monitoring
2024-07-01 20:15:01,574 INFO    SystemMonitor:463089 [interfaces.py:start():188] Started memory monitoring
2024-07-01 20:15:01,575 INFO    SystemMonitor:463089 [interfaces.py:start():188] Started network monitoring
2024-07-01 20:15:01,582 DEBUG   HandlerThread:463089 [system_info.py:probe():152] Probing system
2024-07-01 20:15:01,582 DEBUG   HandlerThread:463089 [system_info.py:_probe_git():137] Probing git
2024-07-01 20:15:01,592 DEBUG   HandlerThread:463089 [system_info.py:_probe_git():145] Probing git done
2024-07-01 20:15:01,592 DEBUG   HandlerThread:463089 [system_info.py:probe():200] Probing system done
2024-07-01 20:15:01,592 DEBUG   HandlerThread:463089 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-41-generic-x86_64-with-glibc2.35', 'python': '3.12.2', 'heartbeatAt': '2024-07-01T17:15:01.582267', 'startedAt': '2024-07-01T17:14:59.612315', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/tzikos/Desktop/KULeuvenThesis/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:DimChatz/KULeuvenThesis.git', 'commit': '3464ffcd722c984be7e733ec8f86e9405d988115'}, 'email': 'dimichatzakis@gmail.com', 'root': '/home/tzikos/Desktop/KULeuvenThesis', 'host': 'xatzospito', 'username': 'tzikos', 'executable': '/home/tzikos/anaconda3/envs/KUThesis/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3859.254125, 'min': 400.0, 'max': 5804.75}, 'cpu_freq_per_core': [{'current': 2206.396, 'min': 400.0, 'max': 5263.0}, {'current': 4634.204, 'min': 400.0, 'max': 5743.0}, {'current': 3621.356, 'min': 400.0, 'max': 5423.0}, {'current': 4133.259, 'min': 400.0, 'max': 6228.0}, {'current': 4687.376, 'min': 400.0, 'max': 5903.0}, {'current': 2464.435, 'min': 400.0, 'max': 6228.0}, {'current': 4655.439, 'min': 400.0, 'max': 5583.0}, {'current': 4334.999, 'min': 400.0, 'max': 6067.0}, {'current': 2236.075, 'min': 400.0, 'max': 5263.0}, {'current': 3391.912, 'min': 400.0, 'max': 5743.0}, {'current': 3411.267, 'min': 400.0, 'max': 5423.0}, {'current': 2589.97, 'min': 400.0, 'max': 6228.0}, {'current': 2015.055, 'min': 400.0, 'max': 5903.0}, {'current': 4367.547, 'min': 400.0, 'max': 6228.0}, {'current': 4249.841, 'min': 400.0, 'max': 5583.0}, {'current': 3836.763, 'min': 400.0, 'max': 6067.0}], 'disk': {'/': {'total': 431.4849548339844, 'used': 281.57263946533203}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 14.839210510253906}}
2024-07-01 20:15:01,592 INFO    HandlerThread:463089 [system_monitor.py:probe():224] Finished collecting system info
2024-07-01 20:15:01,592 INFO    HandlerThread:463089 [system_monitor.py:probe():227] Publishing system info
2024-07-01 20:15:01,592 DEBUG   HandlerThread:463089 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-07-01 20:15:02,139 INFO    Thread-218:463089 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240701_201459-76znyfdy/files/conda-environment.yaml
2024-07-01 20:15:04,014 DEBUG   HandlerThread:463089 [system_info.py:_save_conda():224] Saving conda packages done
2024-07-01 20:15:04,017 INFO    HandlerThread:463089 [system_monitor.py:probe():229] Finished publishing system info
2024-07-01 20:15:04,017 DEBUG   SenderThread:463089 [sender.py:send():379] send: files
2024-07-01 20:15:04,017 INFO    SenderThread:463089 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-01 20:15:04,132 INFO    Thread-218:463089 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240701_201459-76znyfdy/files/conda-environment.yaml
2024-07-01 20:15:04,133 INFO    Thread-218:463089 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240701_201459-76znyfdy/files/wandb-metadata.json
2024-07-01 20:15:04,145 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: python_packages
2024-07-01 20:15:04,145 DEBUG   SenderThread:463089 [sender.py:send_request():406] send_request: python_packages
2024-07-01 20:15:04,147 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: stop_status
2024-07-01 20:15:04,147 DEBUG   SenderThread:463089 [sender.py:send_request():406] send_request: stop_status
2024-07-01 20:15:04,150 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 20:15:04,965 INFO    wandb-upload_0:463089 [upload_job.py:push():130] Uploaded file /tmp/tmpinkgr29owandb/35p0y9es-wandb-metadata.json
2024-07-01 20:15:05,134 INFO    Thread-218:463089 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240701_201459-76znyfdy/files/requirements.txt
2024-07-01 20:15:05,152 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 20:15:06,152 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 20:15:07,152 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 20:15:08,152 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 20:15:09,152 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 20:15:10,152 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 20:15:11,152 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 20:15:12,152 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 20:15:13,153 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 20:15:14,153 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 20:15:15,153 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 20:15:16,153 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 20:15:17,153 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-01 20:15:17,321 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: partial_history
2024-07-01 20:15:17,321 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: partial_history
2024-07-01 20:15:17,321 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: partial_history
2024-07-01 20:15:17,321 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: partial_history
2024-07-01 20:15:17,321 DEBUG   HandlerThread:463089 [handler.py:handle_request():158] handle_request: partial_history
