2024-06-28 14:51:08,192 INFO    StreamThr :1435257 [internal.py:wandb_internal():85] W&B internal server running at pid: 1435257, started at: 2024-06-28 14:51:08.191492
2024-06-28 14:51:08,195 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: status
2024-06-28 14:51:08,197 INFO    WriterThread:1435257 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_145107-ttw0npyo/run-ttw0npyo.wandb
2024-06-28 14:51:08,197 DEBUG   SenderThread:1435257 [sender.py:send():379] send: header
2024-06-28 14:51:08,198 DEBUG   SenderThread:1435257 [sender.py:send():379] send: run
2024-06-28 14:51:09,163 INFO    SenderThread:1435257 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_145107-ttw0npyo/files
2024-06-28 14:51:09,163 INFO    SenderThread:1435257 [sender.py:_start_run_threads():1188] run started: ttw0npyo with start time 1719575467.458698
2024-06-28 14:51:09,178 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: check_version
2024-06-28 14:51:09,178 DEBUG   SenderThread:1435257 [sender.py:send_request():406] send_request: check_version
2024-06-28 14:51:09,657 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: run_start
2024-06-28 14:51:09,658 DEBUG   HandlerThread:1435257 [system_info.py:__init__():26] System info init
2024-06-28 14:51:09,658 DEBUG   HandlerThread:1435257 [system_info.py:__init__():41] System info init done
2024-06-28 14:51:09,658 INFO    HandlerThread:1435257 [system_monitor.py:start():194] Starting system monitor
2024-06-28 14:51:09,660 INFO    HandlerThread:1435257 [system_monitor.py:probe():214] Collecting system info
2024-06-28 14:51:09,660 INFO    SystemMonitor:1435257 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-28 14:51:09,661 INFO    SystemMonitor:1435257 [interfaces.py:start():188] Started cpu monitoring
2024-06-28 14:51:09,662 INFO    SystemMonitor:1435257 [interfaces.py:start():188] Started disk monitoring
2024-06-28 14:51:09,664 INFO    SystemMonitor:1435257 [interfaces.py:start():188] Started gpu monitoring
2024-06-28 14:51:09,665 INFO    SystemMonitor:1435257 [interfaces.py:start():188] Started memory monitoring
2024-06-28 14:51:09,665 INFO    SystemMonitor:1435257 [interfaces.py:start():188] Started network monitoring
2024-06-28 14:51:09,675 DEBUG   HandlerThread:1435257 [system_info.py:probe():152] Probing system
2024-06-28 14:51:09,676 DEBUG   HandlerThread:1435257 [system_info.py:_probe_git():137] Probing git
2024-06-28 14:51:09,685 DEBUG   HandlerThread:1435257 [system_info.py:_probe_git():145] Probing git done
2024-06-28 14:51:09,685 DEBUG   HandlerThread:1435257 [system_info.py:probe():200] Probing system done
2024-06-28 14:51:09,685 DEBUG   HandlerThread:1435257 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-41-generic-x86_64-with-glibc2.35', 'python': '3.12.2', 'heartbeatAt': '2024-06-28T11:51:09.675686', 'startedAt': '2024-06-28T11:51:07.452569', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/tzikos/Desktop/KULeuvenThesis/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:DimChatz/KULeuvenThesis.git', 'commit': '3464ffcd722c984be7e733ec8f86e9405d988115'}, 'email': 'dimichatzakis@gmail.com', 'root': '/home/tzikos/Desktop/KULeuvenThesis', 'host': 'xatzospito', 'username': 'tzikos', 'executable': '/home/tzikos/anaconda3/envs/KUThesis/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3256.845125, 'min': 400.0, 'max': 5804.75}, 'cpu_freq_per_core': [{'current': 1683.531, 'min': 400.0, 'max': 5263.0}, {'current': 2038.045, 'min': 400.0, 'max': 5743.0}, {'current': 5013.261, 'min': 400.0, 'max': 5423.0}, {'current': 5011.014, 'min': 400.0, 'max': 6228.0}, {'current': 4806.327, 'min': 400.0, 'max': 5903.0}, {'current': 1548.256, 'min': 400.0, 'max': 6228.0}, {'current': 5089.752, 'min': 400.0, 'max': 5583.0}, {'current': 5060.846, 'min': 400.0, 'max': 6067.0}, {'current': 3030.427, 'min': 400.0, 'max': 5263.0}, {'current': 1384.986, 'min': 400.0, 'max': 5743.0}, {'current': 4838.47, 'min': 400.0, 'max': 5423.0}, {'current': 4859.57, 'min': 400.0, 'max': 6228.0}, {'current': 5054.833, 'min': 400.0, 'max': 5903.0}, {'current': 744.052, 'min': 400.0, 'max': 6228.0}, {'current': 1320.071, 'min': 400.0, 'max': 5583.0}, {'current': 1587.6, 'min': 400.0, 'max': 6067.0}], 'disk': {'/': {'total': 431.4849548339844, 'used': 271.59850311279297}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 14.839214324951172}}
2024-06-28 14:51:09,685 INFO    HandlerThread:1435257 [system_monitor.py:probe():224] Finished collecting system info
2024-06-28 14:51:09,685 INFO    HandlerThread:1435257 [system_monitor.py:probe():227] Publishing system info
2024-06-28 14:51:09,685 DEBUG   HandlerThread:1435257 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-06-28 14:51:10,171 INFO    Thread-167:1435257 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_145107-ttw0npyo/files/conda-environment.yaml
2024-06-28 14:51:12,662 DEBUG   HandlerThread:1435257 [system_info.py:_save_conda():224] Saving conda packages done
2024-06-28 14:51:12,665 INFO    HandlerThread:1435257 [system_monitor.py:probe():229] Finished publishing system info
2024-06-28 14:51:12,666 DEBUG   SenderThread:1435257 [sender.py:send():379] send: files
2024-06-28 14:51:12,666 INFO    SenderThread:1435257 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-06-28 14:51:12,802 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: python_packages
2024-06-28 14:51:12,803 DEBUG   SenderThread:1435257 [sender.py:send_request():406] send_request: python_packages
2024-06-28 14:51:12,805 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: stop_status
2024-06-28 14:51:12,805 DEBUG   SenderThread:1435257 [sender.py:send_request():406] send_request: stop_status
2024-06-28 14:51:12,809 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 14:51:13,165 INFO    Thread-167:1435257 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_145107-ttw0npyo/files/conda-environment.yaml
2024-06-28 14:51:13,165 INFO    Thread-167:1435257 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_145107-ttw0npyo/files/wandb-metadata.json
2024-06-28 14:51:13,166 INFO    Thread-167:1435257 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_145107-ttw0npyo/files/requirements.txt
2024-06-28 14:51:13,710 INFO    wandb-upload_0:1435257 [upload_job.py:push():130] Uploaded file /tmp/tmpdorqtpkmwandb/mod211ij-wandb-metadata.json
2024-06-28 14:51:13,806 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 14:51:14,806 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 14:51:15,807 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 14:51:16,806 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 14:51:17,807 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 14:51:18,807 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 14:51:19,807 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 14:51:20,807 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 14:51:21,807 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 14:51:22,807 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 14:51:23,466 DEBUG   SenderThread:1435257 [sender.py:send():379] send: telemetry
2024-06-28 14:51:23,466 DEBUG   SenderThread:1435257 [sender.py:send():379] send: run
2024-06-28 14:51:23,471 DEBUG   HandlerThread:1435257 [handler.py:handle_request():158] handle_request: status_report
2024-06-28 14:51:23,727 INFO    SenderThread:1435257 [sender.py:send_run():1035] updated run: ttw0npyo
