2024-07-20 21:54:25,856 INFO    StreamThr :10618 [internal.py:wandb_internal():85] W&B internal server running at pid: 10618, started at: 2024-07-20 21:54:25.855619
2024-07-20 21:54:25,859 DEBUG   HandlerThread:10618 [handler.py:handle_request():158] handle_request: status
2024-07-20 21:54:25,860 INFO    WriterThread:10618 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240720_215425-7wqyusne/run-7wqyusne.wandb
2024-07-20 21:54:25,860 DEBUG   SenderThread:10618 [sender.py:send():379] send: header
2024-07-20 21:54:25,863 DEBUG   SenderThread:10618 [sender.py:send():379] send: run
2024-07-20 21:54:26,390 INFO    SenderThread:10618 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240720_215425-7wqyusne/files
2024-07-20 21:54:26,390 INFO    SenderThread:10618 [sender.py:_start_run_threads():1188] run started: 7wqyusne with start time 1721505265.854039
2024-07-20 21:54:26,403 DEBUG   HandlerThread:10618 [handler.py:handle_request():158] handle_request: check_version
2024-07-20 21:54:26,404 DEBUG   SenderThread:10618 [sender.py:send_request():406] send_request: check_version
2024-07-20 21:54:26,560 DEBUG   HandlerThread:10618 [handler.py:handle_request():158] handle_request: run_start
2024-07-20 21:54:26,561 DEBUG   HandlerThread:10618 [system_info.py:__init__():26] System info init
2024-07-20 21:54:26,561 DEBUG   HandlerThread:10618 [system_info.py:__init__():41] System info init done
2024-07-20 21:54:26,562 INFO    HandlerThread:10618 [system_monitor.py:start():194] Starting system monitor
2024-07-20 21:54:26,562 INFO    HandlerThread:10618 [system_monitor.py:probe():214] Collecting system info
2024-07-20 21:54:26,563 INFO    SystemMonitor:10618 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-20 21:54:26,564 INFO    SystemMonitor:10618 [interfaces.py:start():188] Started cpu monitoring
2024-07-20 21:54:26,565 INFO    SystemMonitor:10618 [interfaces.py:start():188] Started disk monitoring
2024-07-20 21:54:26,567 INFO    SystemMonitor:10618 [interfaces.py:start():188] Started gpu monitoring
2024-07-20 21:54:26,568 INFO    SystemMonitor:10618 [interfaces.py:start():188] Started memory monitoring
2024-07-20 21:54:26,568 INFO    SystemMonitor:10618 [interfaces.py:start():188] Started network monitoring
2024-07-20 21:54:26,575 DEBUG   HandlerThread:10618 [system_info.py:probe():152] Probing system
2024-07-20 21:54:26,576 DEBUG   HandlerThread:10618 [system_info.py:_probe_git():137] Probing git
