2024-07-21 19:13:30,428 INFO    StreamThr :287260 [internal.py:wandb_internal():85] W&B internal server running at pid: 287260, started at: 2024-07-21 19:13:30.428105
2024-07-21 19:13:30,432 DEBUG   HandlerThread:287260 [handler.py:handle_request():158] handle_request: status
2024-07-21 19:13:30,433 INFO    WriterThread:287260 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240721_191329-ugy9jn40/run-ugy9jn40.wandb
2024-07-21 19:13:30,434 DEBUG   SenderThread:287260 [sender.py:send():379] send: header
2024-07-21 19:13:30,434 DEBUG   SenderThread:287260 [sender.py:send():379] send: run
2024-07-21 19:13:30,971 INFO    SenderThread:287260 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240721_191329-ugy9jn40/files
2024-07-21 19:13:30,972 INFO    SenderThread:287260 [sender.py:_start_run_threads():1188] run started: ugy9jn40 with start time 1721582009.536166
2024-07-21 19:13:30,988 DEBUG   HandlerThread:287260 [handler.py:handle_request():158] handle_request: check_version
2024-07-21 19:13:30,988 DEBUG   SenderThread:287260 [sender.py:send_request():406] send_request: check_version
2024-07-21 19:13:31,157 DEBUG   HandlerThread:287260 [handler.py:handle_request():158] handle_request: run_start
2024-07-21 19:13:31,158 DEBUG   HandlerThread:287260 [system_info.py:__init__():26] System info init
2024-07-21 19:13:31,158 DEBUG   HandlerThread:287260 [system_info.py:__init__():41] System info init done
2024-07-21 19:13:31,158 INFO    HandlerThread:287260 [system_monitor.py:start():194] Starting system monitor
2024-07-21 19:13:31,159 INFO    HandlerThread:287260 [system_monitor.py:probe():214] Collecting system info
2024-07-21 19:13:31,159 INFO    SystemMonitor:287260 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-21 19:13:31,160 INFO    SystemMonitor:287260 [interfaces.py:start():188] Started cpu monitoring
2024-07-21 19:13:31,161 INFO    SystemMonitor:287260 [interfaces.py:start():188] Started disk monitoring
2024-07-21 19:13:31,162 INFO    SystemMonitor:287260 [interfaces.py:start():188] Started gpu monitoring
2024-07-21 19:13:31,163 INFO    SystemMonitor:287260 [interfaces.py:start():188] Started memory monitoring
2024-07-21 19:13:31,164 INFO    SystemMonitor:287260 [interfaces.py:start():188] Started network monitoring
2024-07-21 19:13:31,170 DEBUG   HandlerThread:287260 [system_info.py:probe():152] Probing system
2024-07-21 19:13:31,171 DEBUG   HandlerThread:287260 [system_info.py:_probe_git():137] Probing git
2024-07-21 19:13:31,179 DEBUG   HandlerThread:287260 [system_info.py:_probe_git():145] Probing git done
2024-07-21 19:13:31,179 DEBUG   HandlerThread:287260 [system_info.py:probe():200] Probing system done
2024-07-21 19:13:31,180 DEBUG   HandlerThread:287260 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-44-generic-x86_64-with-glibc2.35', 'python': '3.12.2', 'heartbeatAt': '2024-07-21T17:13:31.170569', 'startedAt': '2024-07-21T17:13:29.530896', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/tzikos/Desktop/KULeuvenThesis/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:DimChatz/KULeuvenThesis.git', 'commit': 'edbc23857a85adb2c2b5e5d16e86987f9ea698a0'}, 'email': 'dimichatzakis@gmail.com', 'root': '/home/tzikos/Desktop/KULeuvenThesis', 'host': 'xatzospito', 'username': 'tzikos', 'executable': '/home/tzikos/anaconda3/envs/KUThesis/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4015.8011875, 'min': 400.0, 'max': 5804.75}, 'cpu_freq_per_core': [{'current': 2341.145, 'min': 400.0, 'max': 5263.0}, {'current': 400.0, 'min': 400.0, 'max': 5743.0}, {'current': 2519.289, 'min': 400.0, 'max': 5423.0}, {'current': 4391.5, 'min': 400.0, 'max': 6228.0}, {'current': 4681.539, 'min': 400.0, 'max': 5903.0}, {'current': 2700.045, 'min': 400.0, 'max': 6228.0}, {'current': 4574.283, 'min': 400.0, 'max': 5583.0}, {'current': 4665.953, 'min': 400.0, 'max': 6067.0}, {'current': 2333.642, 'min': 400.0, 'max': 5263.0}, {'current': 2509.564, 'min': 400.0, 'max': 5743.0}, {'current': 2426.158, 'min': 400.0, 'max': 5423.0}, {'current': 4589.011, 'min': 400.0, 'max': 6228.0}, {'current': 4689.601, 'min': 400.0, 'max': 5903.0}, {'current': 3283.526, 'min': 400.0, 'max': 6228.0}, {'current': 3841.083, 'min': 400.0, 'max': 5583.0}, {'current': 4689.89, 'min': 400.0, 'max': 6067.0}], 'disk': {'/': {'total': 431.4849548339844, 'used': 307.35213470458984}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 14.83920669555664}}
2024-07-21 19:13:31,180 INFO    HandlerThread:287260 [system_monitor.py:probe():224] Finished collecting system info
2024-07-21 19:13:31,180 INFO    HandlerThread:287260 [system_monitor.py:probe():227] Publishing system info
2024-07-21 19:13:31,180 DEBUG   HandlerThread:287260 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-07-21 19:13:31,980 INFO    Thread-172:287260 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240721_191329-ugy9jn40/files/conda-environment.yaml
2024-07-21 19:13:33,972 INFO    Thread-172:287260 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240721_191329-ugy9jn40/files/conda-environment.yaml
2024-07-21 19:13:34,054 DEBUG   HandlerThread:287260 [system_info.py:_save_conda():224] Saving conda packages done
2024-07-21 19:13:34,056 INFO    HandlerThread:287260 [system_monitor.py:probe():229] Finished publishing system info
2024-07-21 19:13:34,058 DEBUG   SenderThread:287260 [sender.py:send():379] send: files
2024-07-21 19:13:34,058 INFO    SenderThread:287260 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-21 19:13:34,194 DEBUG   HandlerThread:287260 [handler.py:handle_request():158] handle_request: python_packages
2024-07-21 19:13:34,195 DEBUG   SenderThread:287260 [sender.py:send_request():406] send_request: python_packages
2024-07-21 19:13:34,196 DEBUG   HandlerThread:287260 [handler.py:handle_request():158] handle_request: stop_status
2024-07-21 19:13:34,196 DEBUG   SenderThread:287260 [sender.py:send_request():406] send_request: stop_status
2024-07-21 19:13:34,199 DEBUG   HandlerThread:287260 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-21 19:13:34,535 DEBUG   SenderThread:287260 [sender.py:send():379] send: telemetry
2024-07-21 19:13:34,536 DEBUG   SenderThread:287260 [sender.py:send():379] send: run
2024-07-21 19:13:34,709 INFO    SenderThread:287260 [sender.py:send_run():1035] updated run: ugy9jn40
2024-07-21 19:13:34,767 INFO    wandb-upload_0:287260 [upload_job.py:push():130] Uploaded file /tmp/tmpll_tozgewandb/dp4cpa64-wandb-metadata.json
