2024-06-28 11:37:23,041 INFO    StreamThr :1079187 [internal.py:wandb_internal():85] W&B internal server running at pid: 1079187, started at: 2024-06-28 11:37:23.040657
2024-06-28 11:37:23,044 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: status
2024-06-28 11:37:23,045 INFO    WriterThread:1079187 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_113722-5wnski2e/run-5wnski2e.wandb
2024-06-28 11:37:23,045 DEBUG   SenderThread:1079187 [sender.py:send():379] send: header
2024-06-28 11:37:23,046 DEBUG   SenderThread:1079187 [sender.py:send():379] send: run
2024-06-28 11:37:27,474 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: keepalive
2024-06-28 11:37:29,309 INFO    SenderThread:1079187 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_113722-5wnski2e/files
2024-06-28 11:37:29,309 INFO    SenderThread:1079187 [sender.py:_start_run_threads():1188] run started: 5wnski2e with start time 1719563842.461912
2024-06-28 11:37:29,309 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: status_report
2024-06-28 11:37:29,325 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: check_version
2024-06-28 11:37:29,325 DEBUG   SenderThread:1079187 [sender.py:send_request():406] send_request: check_version
2024-06-28 11:37:31,707 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: run_start
2024-06-28 11:37:31,708 DEBUG   HandlerThread:1079187 [system_info.py:__init__():26] System info init
2024-06-28 11:37:31,708 DEBUG   HandlerThread:1079187 [system_info.py:__init__():41] System info init done
2024-06-28 11:37:31,708 INFO    HandlerThread:1079187 [system_monitor.py:start():194] Starting system monitor
2024-06-28 11:37:31,709 INFO    HandlerThread:1079187 [system_monitor.py:probe():214] Collecting system info
2024-06-28 11:37:31,709 INFO    SystemMonitor:1079187 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-28 11:37:31,710 INFO    SystemMonitor:1079187 [interfaces.py:start():188] Started cpu monitoring
2024-06-28 11:37:31,711 INFO    SystemMonitor:1079187 [interfaces.py:start():188] Started disk monitoring
2024-06-28 11:37:31,712 INFO    SystemMonitor:1079187 [interfaces.py:start():188] Started gpu monitoring
2024-06-28 11:37:31,713 INFO    SystemMonitor:1079187 [interfaces.py:start():188] Started memory monitoring
2024-06-28 11:37:31,714 INFO    SystemMonitor:1079187 [interfaces.py:start():188] Started network monitoring
2024-06-28 11:37:31,721 DEBUG   HandlerThread:1079187 [system_info.py:probe():152] Probing system
2024-06-28 11:37:31,721 DEBUG   HandlerThread:1079187 [system_info.py:_probe_git():137] Probing git
2024-06-28 11:37:31,730 DEBUG   HandlerThread:1079187 [system_info.py:_probe_git():145] Probing git done
2024-06-28 11:37:31,730 DEBUG   HandlerThread:1079187 [system_info.py:probe():200] Probing system done
2024-06-28 11:37:31,730 DEBUG   HandlerThread:1079187 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-41-generic-x86_64-with-glibc2.35', 'python': '3.12.2', 'heartbeatAt': '2024-06-28T08:37:31.721080', 'startedAt': '2024-06-28T08:37:22.456046', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/tzikos/Desktop/KULeuvenThesis/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:DimChatz/KULeuvenThesis.git', 'commit': '3464ffcd722c984be7e733ec8f86e9405d988115'}, 'email': 'dimichatzakis@gmail.com', 'root': '/home/tzikos/Desktop/KULeuvenThesis', 'host': 'xatzospito', 'username': 'tzikos', 'executable': '/home/tzikos/anaconda3/envs/KUThesis/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3934.8612499999995, 'min': 400.0, 'max': 5804.75}, 'cpu_freq_per_core': [{'current': 4669.206, 'min': 400.0, 'max': 5263.0}, {'current': 2402.444, 'min': 400.0, 'max': 5743.0}, {'current': 3091.48, 'min': 400.0, 'max': 5423.0}, {'current': 4505.192, 'min': 400.0, 'max': 6228.0}, {'current': 4689.82, 'min': 400.0, 'max': 5903.0}, {'current': 3271.515, 'min': 400.0, 'max': 6228.0}, {'current': 4689.812, 'min': 400.0, 'max': 5583.0}, {'current': 3441.544, 'min': 400.0, 'max': 6067.0}, {'current': 4670.089, 'min': 400.0, 'max': 5263.0}, {'current': 3301.878, 'min': 400.0, 'max': 5743.0}, {'current': 3358.939, 'min': 400.0, 'max': 5423.0}, {'current': 3899.844, 'min': 400.0, 'max': 6228.0}, {'current': 4690.497, 'min': 400.0, 'max': 5903.0}, {'current': 4531.772, 'min': 400.0, 'max': 6228.0}, {'current': 4689.182, 'min': 400.0, 'max': 5583.0}, {'current': 3054.566, 'min': 400.0, 'max': 6067.0}], 'disk': {'/': {'total': 431.4849548339844, 'used': 269.90636444091797}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 14.839214324951172}}
2024-06-28 11:37:31,730 INFO    HandlerThread:1079187 [system_monitor.py:probe():224] Finished collecting system info
2024-06-28 11:37:31,730 INFO    HandlerThread:1079187 [system_monitor.py:probe():227] Publishing system info
2024-06-28 11:37:31,730 DEBUG   HandlerThread:1079187 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-06-28 11:37:32,319 INFO    Thread-59 :1079187 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_113722-5wnski2e/files/conda-environment.yaml
2024-06-28 11:37:34,302 DEBUG   HandlerThread:1079187 [system_info.py:_save_conda():224] Saving conda packages done
2024-06-28 11:37:34,304 INFO    HandlerThread:1079187 [system_monitor.py:probe():229] Finished publishing system info
2024-06-28 11:37:34,305 DEBUG   SenderThread:1079187 [sender.py:send():379] send: files
2024-06-28 11:37:34,305 INFO    SenderThread:1079187 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-06-28 11:37:34,312 INFO    Thread-59 :1079187 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_113722-5wnski2e/files/conda-environment.yaml
2024-06-28 11:37:34,312 INFO    Thread-59 :1079187 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_113722-5wnski2e/files/wandb-metadata.json
2024-06-28 11:37:34,430 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: python_packages
2024-06-28 11:37:34,431 DEBUG   SenderThread:1079187 [sender.py:send_request():406] send_request: python_packages
2024-06-28 11:37:34,432 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: status_report
2024-06-28 11:37:34,432 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: stop_status
2024-06-28 11:37:34,432 DEBUG   SenderThread:1079187 [sender.py:send_request():406] send_request: stop_status
2024-06-28 11:37:34,435 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 11:37:35,219 DEBUG   SenderThread:1079187 [sender.py:send():379] send: telemetry
2024-06-28 11:37:35,219 DEBUG   SenderThread:1079187 [sender.py:send():379] send: run
2024-06-28 11:37:35,312 INFO    Thread-59 :1079187 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_113722-5wnski2e/files/config.yaml
2024-06-28 11:37:35,313 INFO    Thread-59 :1079187 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_113722-5wnski2e/files/requirements.txt
2024-06-28 11:37:35,434 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 11:37:35,453 INFO    wandb-upload_0:1079187 [upload_job.py:push():130] Uploaded file /tmp/tmpu__jpxwywandb/ogmvk99p-wandb-metadata.json
2024-06-28 11:37:35,511 INFO    SenderThread:1079187 [sender.py:send_run():1035] updated run: 5wnski2e
2024-06-28 11:37:36,434 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 11:37:37,434 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 11:37:38,434 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 11:37:39,434 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: status_report
2024-06-28 11:37:39,434 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 11:37:40,434 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 11:37:41,435 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 11:37:42,435 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 11:37:43,435 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 11:37:44,435 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 11:37:44,956 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: status_report
2024-06-28 11:37:44,997 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: partial_history
2024-06-28 11:37:44,997 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: partial_history
2024-06-28 11:37:44,998 DEBUG   SenderThread:1079187 [sender.py:send():379] send: telemetry
2024-06-28 11:37:44,998 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: partial_history
2024-06-28 11:37:44,998 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: partial_history
2024-06-28 11:37:44,998 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: partial_history
2024-06-28 11:37:45,317 INFO    Thread-59 :1079187 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_113722-5wnski2e/files/output.log
2024-06-28 11:37:45,435 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 11:37:45,680 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: log_artifact
2024-06-28 11:37:45,680 DEBUG   SenderThread:1079187 [sender.py:send_request():406] send_request: log_artifact
2024-06-28 11:37:45,720 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: partial_history
2024-06-28 11:37:45,765 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: partial_history
2024-06-28 11:37:46,319 INFO    Thread-59 :1079187 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_113722-5wnski2e/files/media/table/Training Confusion Matrix_1_74bb7b28d6f88aaf8b26.table.json
2024-06-28 11:37:46,319 INFO    Thread-59 :1079187 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_113722-5wnski2e/files/media/images/Training Confusion Matrix Heatmap_1_a55dc637b039e5d966ff.png
2024-06-28 11:37:46,319 INFO    Thread-59 :1079187 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_113722-5wnski2e/files/media/table
2024-06-28 11:37:46,319 INFO    Thread-59 :1079187 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_113722-5wnski2e/files/media
2024-06-28 11:37:46,319 INFO    Thread-59 :1079187 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240628_113722-5wnski2e/files/media/images
2024-06-28 11:37:46,435 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-28 11:37:46,532 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: log_artifact
2024-06-28 11:37:46,679 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: partial_history
2024-06-28 11:37:46,742 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: partial_history
2024-06-28 11:37:46,743 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: partial_history
2024-06-28 11:37:46,743 DEBUG   HandlerThread:1079187 [handler.py:handle_request():158] handle_request: partial_history
2024-06-28 11:37:46,977 INFO    wandb-upload_0:1079187 [upload_job.py:push():130] Uploaded file /tmp/tmpu__jpxwywandb/rmleqpt6-media/table/Training Confusion Matrix_1_74bb7b28d6f88aaf8b26.table.json
