2024-07-20 22:00:31,501 INFO    StreamThr :10618 [internal.py:wandb_internal():85] W&B internal server running at pid: 10618, started at: 2024-07-20 22:00:31.501278
2024-07-20 22:00:31,504 DEBUG   HandlerThread:10618 [handler.py:handle_request():158] handle_request: status
2024-07-20 22:00:31,505 INFO    WriterThread:10618 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240720_220031-uvq65oi5/run-uvq65oi5.wandb
2024-07-20 22:00:31,505 DEBUG   SenderThread:10618 [sender.py:send():379] send: header
2024-07-20 22:00:31,511 DEBUG   SenderThread:10618 [sender.py:send():379] send: run
2024-07-20 22:00:31,943 INFO    SenderThread:10618 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240720_220031-uvq65oi5/files
2024-07-20 22:00:31,943 INFO    SenderThread:10618 [sender.py:_start_run_threads():1188] run started: uvq65oi5 with start time 1721505631.499693
2024-07-20 22:00:31,956 DEBUG   HandlerThread:10618 [handler.py:handle_request():158] handle_request: check_version
2024-07-20 22:00:31,956 DEBUG   SenderThread:10618 [sender.py:send_request():406] send_request: check_version
2024-07-20 22:00:32,052 DEBUG   HandlerThread:10618 [handler.py:handle_request():158] handle_request: run_start
2024-07-20 22:00:32,053 DEBUG   HandlerThread:10618 [system_info.py:__init__():26] System info init
2024-07-20 22:00:32,053 DEBUG   HandlerThread:10618 [system_info.py:__init__():41] System info init done
2024-07-20 22:00:32,053 INFO    HandlerThread:10618 [system_monitor.py:start():194] Starting system monitor
2024-07-20 22:00:32,054 INFO    HandlerThread:10618 [system_monitor.py:probe():214] Collecting system info
2024-07-20 22:00:32,054 INFO    SystemMonitor:10618 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-20 22:00:32,055 INFO    SystemMonitor:10618 [interfaces.py:start():188] Started cpu monitoring
2024-07-20 22:00:32,056 INFO    SystemMonitor:10618 [interfaces.py:start():188] Started disk monitoring
2024-07-20 22:00:32,057 INFO    SystemMonitor:10618 [interfaces.py:start():188] Started gpu monitoring
2024-07-20 22:00:32,058 INFO    SystemMonitor:10618 [interfaces.py:start():188] Started memory monitoring
2024-07-20 22:00:32,059 INFO    SystemMonitor:10618 [interfaces.py:start():188] Started network monitoring
2024-07-20 22:00:32,066 DEBUG   HandlerThread:10618 [system_info.py:probe():152] Probing system
2024-07-20 22:00:32,066 DEBUG   HandlerThread:10618 [system_info.py:_probe_git():137] Probing git
2024-07-20 22:00:32,074 DEBUG   HandlerThread:10618 [system_info.py:_probe_git():145] Probing git done
2024-07-20 22:00:32,075 DEBUG   HandlerThread:10618 [system_info.py:probe():200] Probing system done
2024-07-20 22:00:32,075 DEBUG   HandlerThread:10618 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-44-generic-x86_64-with-glibc2.35', 'python': '3.12.2', 'heartbeatAt': '2024-07-20T20:00:32.066153', 'startedAt': '2024-07-20T20:00:31.493035', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/tzikos/Desktop/KULeuvenThesis/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:DimChatz/KULeuvenThesis.git', 'commit': 'edbc23857a85adb2c2b5e5d16e86987f9ea698a0'}, 'email': 'dimichatzakis@gmail.com', 'root': '/home/tzikos/Desktop/KULeuvenThesis', 'host': 'xatzospito', 'username': 'tzikos', 'executable': '/home/tzikos/anaconda3/envs/KUThesis/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2778.3451250000003, 'min': 400.0, 'max': 5804.75}, 'cpu_freq_per_core': [{'current': 2341.66, 'min': 400.0, 'max': 5263.0}, {'current': 4635.664, 'min': 400.0, 'max': 5743.0}, {'current': 2341.166, 'min': 400.0, 'max': 5423.0}, {'current': 4688.745, 'min': 400.0, 'max': 6228.0}, {'current': 4676.282, 'min': 400.0, 'max': 5903.0}, {'current': 4678.66, 'min': 400.0, 'max': 6228.0}, {'current': 4689.243, 'min': 400.0, 'max': 5583.0}, {'current': 4671.444, 'min': 400.0, 'max': 6067.0}, {'current': 2341.956, 'min': 400.0, 'max': 5263.0}, {'current': 4629.6, 'min': 400.0, 'max': 5743.0}, {'current': 2341.411, 'min': 400.0, 'max': 5423.0}, {'current': 400.0, 'min': 400.0, 'max': 6228.0}, {'current': 4221.678, 'min': 400.0, 'max': 5903.0}, {'current': 400.0, 'min': 400.0, 'max': 6228.0}, {'current': 4685.396, 'min': 400.0, 'max': 5583.0}, {'current': 4205.421, 'min': 400.0, 'max': 6067.0}], 'disk': {'/': {'total': 431.4849548339844, 'used': 306.95096588134766}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 14.83919906616211}}
2024-07-20 22:00:32,075 INFO    HandlerThread:10618 [system_monitor.py:probe():224] Finished collecting system info
2024-07-20 22:00:32,075 INFO    HandlerThread:10618 [system_monitor.py:probe():227] Publishing system info
2024-07-20 22:00:32,075 DEBUG   HandlerThread:10618 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-07-20 22:00:32,951 INFO    Thread-313:10618 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240720_220031-uvq65oi5/files/conda-environment.yaml
2024-07-20 22:00:34,496 DEBUG   HandlerThread:10618 [system_info.py:_save_conda():224] Saving conda packages done
2024-07-20 22:00:34,499 INFO    HandlerThread:10618 [system_monitor.py:probe():229] Finished publishing system info
2024-07-20 22:00:34,499 DEBUG   SenderThread:10618 [sender.py:send():379] send: files
2024-07-20 22:00:34,500 INFO    SenderThread:10618 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-20 22:00:34,626 DEBUG   HandlerThread:10618 [handler.py:handle_request():158] handle_request: python_packages
2024-07-20 22:00:34,627 DEBUG   SenderThread:10618 [sender.py:send_request():406] send_request: python_packages
2024-07-20 22:00:34,628 DEBUG   HandlerThread:10618 [handler.py:handle_request():158] handle_request: stop_status
2024-07-20 22:00:34,629 DEBUG   SenderThread:10618 [sender.py:send_request():406] send_request: stop_status
2024-07-20 22:00:34,632 DEBUG   HandlerThread:10618 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-20 22:00:34,883 DEBUG   SenderThread:10618 [sender.py:send():379] send: telemetry
2024-07-20 22:00:34,883 DEBUG   SenderThread:10618 [sender.py:send():379] send: run
2024-07-20 22:00:34,946 INFO    Thread-313:10618 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240720_220031-uvq65oi5/files/conda-environment.yaml
2024-07-20 22:00:34,946 INFO    Thread-313:10618 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240720_220031-uvq65oi5/files/config.yaml
2024-07-20 22:00:34,946 INFO    Thread-313:10618 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240720_220031-uvq65oi5/files/requirements.txt
2024-07-20 22:00:34,947 INFO    Thread-313:10618 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240720_220031-uvq65oi5/files/wandb-metadata.json
2024-07-20 22:00:35,054 INFO    SenderThread:10618 [sender.py:send_run():1035] updated run: uvq65oi5
2024-07-20 22:00:35,111 INFO    wandb-upload_0:10618 [upload_job.py:push():130] Uploaded file /tmp/tmpeff4onoiwandb/48v6y5r6-wandb-metadata.json
2024-07-20 22:00:35,630 DEBUG   HandlerThread:10618 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-20 22:00:36,631 DEBUG   HandlerThread:10618 [handler.py:handle_request():158] handle_request: internal_messages
